job_skills,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,summary,first_seen,search_city,search_country,search_position,job_level,job_type
"CCNA, An Ninh Thông Tin, Network Administration, Triển Khai Hệ Thống, Vận Hành Hệ Thống",2025-04-15,"•	Triển khai, cấu hình, vận hành, giám sát hệ thống mạng tại các đơn vị, các trung tâm vùng, mạng lõi.",False,False,Chuyên Viên Cao Cấp Quản Trị Mạng Kết Nối - Network Administrator - Khối Công Nghệ Thông Tin (HO25.46),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",,17/03/2025,,Việt Nam,,,
"API Testing, Automation Testing, JMeter, Performance Test, Selenium",2025-04-15,"•	Phân tích tài liệu, yêu cầu về kiểm thử. Cộng tác chặt chẽ với các team phát triển, BA và DevOps để nâng cao chất lượng phần mềm.",False,False,Chuyên Viên Kiểm Thử Tự Động - Automation Tester - Khối Công Nghệ Thông Tin (HO25.48),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",,17/03/2025,,Việt Nam,,,
"IT Presale, Japanese, Chinese, English",2025-04-15,"- Consult, analyze, and propose IT solutions tailored to customer needs.",False,False,Senior Pre-Sale (Japan/china/vietnam),FPT IS,"10 Phố Phạm Văn Bạch, Dịch Vọng, Cầu Giấy",,17/03/2025,,Việt Nam,,,
,,False,False,False,,AJINOMOTO VIETNAM COMPANY,,,,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Công Nghệ Sapo,,,,,Việt Nam,,,
,,False,False,False,,Fiingroup,,,,,Việt Nam,,,
"Data Architecture, Data analysis, Data Models, Data Mining, Big Data",2025-03-24,"We are seeking a dedicated and experienced Data Engineer to join our team. In this role, you will be responsible for the full lifecycle of designing, building, and maintaining data systems. Your duties as a Data Engineer will include consulting on, developing, and combining raw information from different sources to create consistent, machine-readable formats. Another key aspect of your role will be developing and testing architectures that enable data extraction and transformation for predictive or prescriptive modeling.",False,False,Data Engineer (Data Bricks/ Devops/dbt Language),Chi Nhánh Công Ty TNHH KPMG,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",,06/03/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, IT, Ngân hàng, An Toàn Thông Tin, An Ninh Thông Tin",2025-03-24,"- Thực hiện công việc theo đúng chính sách, quy định, quy trình, hướng dẫn nội bộ...  và cam kết chất lượng dịch vụ (SLAs).",False,False,Chuyên Viên Cao Cấp Đánh Giá Kiểm Thử ANTT,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),"Tầng 4,5,6 tòa nhà Thành Công, Ô đất P - D17 Khu đô thị Cầu Giấy; phường Dịch Vọng Hậu; quận Cầu Giấy; thành phố Hà Nội,",,06/03/2025,,Việt Nam,,,
"English, Korean Language",2025-04-15,"- Manage overseas import (materials, consumables, machines from China/Korea).  ",False,False,Logistics Specialist,CÔNG TY TNHH JCV CORP,"Lô P-4, khu công nghiệp Tràng Duệ,  phường An Hòa, quân An Dương,TP Hải Phòng",,17/03/2025,,Việt Nam,,,
"Microsoft Office 365, Microsoft Solution, Mobile Application Management, Power BI, Troubleshooting",2025-03-24,"• Set up, maintain, and troubleshoot company IT devices (e.g., laptops, desktops, mobile devices).",False,False,IT Help Desk,KEYENCE CORPORATION,"27 & 28th Floor, Tower 1, Capital Place, No. 29, Lieu Giai Street, Ngoc Khanh",,06/03/2025,,Việt Nam,,,
"Data Backup, English Communication, IT Application, IT Maintenance, Microsoft Office",2025-03-24,• Solve trouble that occurs and minimize business impact.,False,False,IT Maintenance Engineer,AJINOMOTO VIETNAM COMPANY,"Ajinomoto Viet Nam – Bien Hoa Factory, Bien Hoa I Industrial Zone, An Binh Ward, Bien Hoa City, Dong Nai Province.",,06/03/2025,,Việt Nam,,,
"Data Analytics, Database MySQL, AI",2025-03-24,"•	Collect, analyze, and interpret large datasets to identify trends, patterns, and insights.",False,False,Senior Data Analyst ( Experienced in Financed ),Fiingroup,"Tầng 10, tòa PeakView Tower, số 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",,06/03/2025,,Việt Nam,,,
"Mobile Development, Android, iOS",2025-03-24,"-	Phát triển mới, chỉnh sửa và tối ưu các ứng dụng di động cho VIB, đảm bảo hiệu suất, bảo mật và trải nghiệm người dùng tốt nhất.",False,False,Senior Mobile Developer,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),"16 Phan Chu Trinh, Hoàn Kiếm, Hanoi, Vietnam",,06/03/2025,,Việt Nam,,,
,,False,False,False,,Deuba Vietnam Representative Office,,,,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH MTV Viễn Thông Quốc Tế FPT,,,,,Việt Nam,,,
"Business Process Management, Communication Skills, SAP, SCM Process, S/4Hana Rise",2025-03-04,"The SAP Consultant will work with technical and functional teams to design, implement and support for implementation and on-going supporting projects. The employee ensures that works meet the quality standards set internally and as agreed with clients.",False,False,SAP Solution Consultant (SD or Supply Chain Ibp),Chi Nhánh Công Ty TNHH KPMG,"Ho Chi Minh, Ho Chi Minh City, Vietnam",,24/02/2025,,Việt Nam,,,
"HTML, CSS, JavaScript, Git, English",2025-03-24,We are a dynamic German e-commerce company with a regional office in Ho Chi Minh City ,False,False,Frontend Developer,Deuba Vietnam Representative Office,"No. 102, 1st Floor, Le Anh Building, No. 27, Tong Huu Dinh Street, Thao Dien Ward, Thu Duc City, Ho Chi Minh City",,06/03/2025,,Việt Nam,,,
,,False,False,False,,"CELLPHONES - HỆ THỐNG BÁN LẺ ĐIỆN THOẠI DI ĐỘNG, LAPTOP VÀ CÁC SẢN PHẨM CÔNG NGHỆ TOÀN QUỐC",,,,,Việt Nam,,,
"Information security, ISO 27001, NIST, PCI DSS, Cyber Security Frameworks",2025-03-24,• Perform a training about information security for SHBVN staffs.,False,False,[TPHCM - HO] Information Security Officer - Chuyên Viên An Toàn Thông Tin,Shinhan Bank Vietnam,"The METT Tower B, An Khánh, Quận 2, Ho Chi Minh City, Vietnam",,06/03/2025,,Việt Nam,,,
,,False,False,False,,Chi Nhánh Công Ty TNHH KPMG,,,,,Việt Nam,,,
"Linux Lpi, Mca (Windows Server Hybrid Administrator), Viết Tài Liệu, VMware, Windows Server",2025-04-01,Mô tả công việc,False,False,Chuyên Viên Quản Lý Máy Chủ - Khối Công Nghệ Thông Tin (HO25.72),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"18 Lê Văn Lương, Trung Hòa, Cầu Giấy, Hà Nội. ",,10/03/2025,,Việt Nam,,,
"Kinh Tế, Kỹ Thuật, Làm Việc Nhóm, Viễn Thông, Đảm Bảo Chất Lượng",2025-03-24,"• Thực hiện công tác thanh tra xác suất/chuyên đề/đột xuất các Bộ phận để đánh giá về chất lượng công việc, tính tuân thủ Quy định quy chế các mảng đánh giá có rủi ro hoặc theo chỉ đạo của CBQL",False,False,Chuyên Viên Kiểm Soát Nội Bộ (PQA),Công Ty TNHH MTV Viễn Thông Quốc Tế FPT,"Tầng 1, tòa nhà FPT, lô L29B-31B-33B, Đường Tân Thuận, KCX Tân Thuận, Quận 7, Tp.HCM.",,06/03/2025,,Việt Nam,,,
"An Ninh Thông Tin, An Toàn Thông Tin, Công Nghệ Thông Tin, Quản Lý Thông Tin, Sử Dụng Phần Mềm",2025-03-04,"- Đánh giá an toàn bảo mật hệ thống CNTT (Hạ tầng mạng, máy chủ, ứng dụng web/app/mobile…)",False,False,Chuyên Viên An Toàn Thông Tin,"CELLPHONES - HỆ THỐNG BÁN LẺ ĐIỆN THOẠI DI ĐỘNG, LAPTOP VÀ CÁC SẢN PHẨM CÔNG NGHỆ TOÀN QUỐC","350 Võ Văn Kiệt, Cô Giang",,24/02/2025,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Z Holding,,,,,Việt Nam,,,
"Full Stack Development, NodeJS, ReactJs, Lập Trình",2025-03-04,-	Thực hiện phát triển các yêu cầu xử lý cho hệ thống SaaS nhằm đáp ứng đúng theo nhu cầu nghiệp vụ BA và Designer cung cấp.,False,False,Nhân Viên Lập Trình (Fullstack Developer),Công Ty Cổ Phần Z Holding,"Royal City, 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",,24/02/2025,,Việt Nam,,,
"MS Office, Quản Lý Danh Mục, Quản Lý Dự Án, Tiếng Anh, Điều Phối",2025-03-04,"• Hỗ trợ tổng hợp, lập kế hoạch thực hiện danh mục/ dự án: Làm việc với các đơn vị để xác định mục tiêu, phạm vi, nguồn lực và thời gian thực hiện cho từng dự án CNTT.",False,False,Chuyên Gia Quản Lý Chuyển Đổi - PMO - HO - 2V031,Tập đoàn ROX (ROX Group),"Hà Nội, Việt Nam",,24/02/2025,,Việt Nam,,,
"Scrum Master, CRM, Agile Software Development, Agile, Project Management",2025-03-04,"-	Đào tạo, huấn luyện team phát triển và các bên liên quan thực hiện quy trình làm việc theo đúng mô hình Agile",False,False,Junior Scrum Master,Công Ty Cổ Phần Z Holding,"Khu văn phòng R4 – RoyalCity, Nguyễn Trãi",,24/02/2025,,Việt Nam,,,
"Phân Tích Dữ Liệu, Data Analysis, Python, SQL, Big Data",2025-03-04,"- Data Collection & Analysis: Gather, clean, and analyze datasets from multiple sources to support business requirements.",False,False,Chuyên Viên Phân Tích Dữ Liệu,Công Ty Cổ Phần Z Holding,"Khu văn phòng R4 – RoyalCity, Nguyễn Trãi",,24/02/2025,,Việt Nam,,,
,,False,False,False,,Tập đoàn ROX (ROX Group),,,,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Phân Phối Quốc Tế,,,,,Việt Nam,,,
"IT Helpdesk, System Administration, Firewall, IT Infrastructure",2025-03-04,"Diagnose general network problem such as IP trace, performance measure, log review in Windows or Firewall",False,False,"IT Engineer (Work Location: Phu Ly, Vietnam)",Công Ty TNHH Q P (Việt Nam),"Lô II-CN-09.8, Khu công nghiệp Thanh Liêm giai đoạn II, Phường Thanh Tuyền, Thành phố Phủ Lý, Hà Nam",,24/02/2025,,Việt Nam,,,
"Presales Technical, Quản Lý Dự Án, Tư Vấn Giải Pháp, IT Knowledge, English",2025-03-04,"The Senior Presales Manager is responsible for managing and leading all potential business opportunities assigned by Sales team through the complete sales cycle by providing exceptional sales and technical consultation services with a genuine passion for technical sales and consultation in  software development services. This role is also responsible for bridging between onshore sales/presales team and offshore bid teams in Vietnam. The candidate works directly with NashTech team and reports to the Head of Presales in Vietnam on all matters related to presales and bid support.  Depending on case, the Senior Presales Manager may or may not play bid owner role. Either case, he/she is accountable for the final bid outcome and quality of the bid deliverables via effective reviewing, validating, challenging and approval.",False,False,Senior Presales Manager,NashTech,"Hồ Chí Minh, Việt Nam",,24/02/2025,,Việt Nam,,,
"Computer Science, Bugs Testing, Manual Test, Manual Test, Manual Test, Test Script, Testing",2025-04-15,"- Learn how to develop, maintain, and execute manual test cases/test scripts",False,False,Software Tester Intern,Bosch Global Software Technologies Company Limited,"364 Cộng Hòa, street, Tân Bình, Hồ Chí Minh",,17/03/2025,,Việt Nam,,,
"Python/.Net, OOP, DBMS, Team Management, Cơ Sở Dữ Liệu",2025-03-04,• Làm việc và báo cáo trực tiếp cho CTO/CIO.,False,False,Lead Developer,CÔNG TY CỔ PHẦN PHÂN PHỐI QUỐC TẾ,"R1-11-10, Tầng 11, Tháp R1, Tòa nhà The EverRich, 968 Đường 3 tháng 2, Phường 15, Quận 11, TPHCM",,24/02/2025,,Việt Nam,,,
"QA, QC, IATF 16949:2016, Manufacturing Experience, FMEA",2025-03-22, ,False,False,Quality Control Engineer,Công Ty TNHH Premo Việt Nam,Quảng Nam (giáp ranh Đà Nẵng),,05/03/2025,,Việt Nam,,,
"IT Infrastructure Management, IT Management, Network Configuration, IT Operations, IT System Administration",2025-04-15,"IT Manager will be responsible for all of the Infrastructure, Network and Security related items within the specific region assigned upholding the companies technology standards and direction. This will include managing a small team of desktop, network and/or server engineers within the region. This individual will be a working manager that performs hands-on duties including resolving customer support tickets, setting up equipment, maintaining, upgrading and consolidating servers, network equipment, storage devices and SaaS based applications aligning with the company standards",False,False,IT Manager (New Company),Navigos Search's Client,"Hai Phong, Vietnam",,17/03/2025,,Việt Nam,,,
"Communication Protocols, Embedded, Hardware, PCB Layout Design, Schematic Capture",2025-04-15,1. Design hardware for new products,False,False,Hardware Engineer,Navigos Search's Client,"Bac Ninh, Bắc Ninh, Vietnam",,17/03/2025,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH PNK,,,,,Việt Nam,,,
"Data Analytics, Data Visualization, Machine Learning, Problem Solving, Python",2025-04-15,"The Director – Advanced Analytics would be required to develop and lead in delivering value across in multiple functions including Distribution, Underwriting, Pricing, Health, In-Force Management and Claims using analytical tools and techniques. The candidate chosen for this role will work independently as well as direct a team of data scientists and ML engineers in identifying and qualifying ML/AI opportunities, architecting value-creating models, and building and deploying ML/AI solutions.",False,False,Director Advanced Analytics,Manulife (Việt Nam),"Manulife Plaza, 75 Hoang Van Thai, Tan Phu ward, district 7, HCMC",,17/03/2025,,Việt Nam,,,
,,False,False,False,,Manulife (Việt Nam),,,,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH Q P (Việt Nam),,,,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH Hitachi Astemo Hưng Yên,,,,,Việt Nam,,,
"Công Nghệ Thông Tin, Giải Pháp Công Nghệ, Kỹ Thuật, Presales Technical, Điện Tử Viễn Thông",2025-03-12,"• Nghiên cứu, tìm kiếm giải pháp, làm việc với các hãng sản xuất quốc tế về máy móc,",False,False,Kỹ sư Giải Pháp/Presales/Sales Engeneer (Tiếng Anh tốt),Công Ty TNHH PNK,"14 Kim Đồng, Hoàng Mai, Hà Nội",,28/02/2025,,Việt Nam,,,
"Quản Trị Mạng, IT System Administration, IT Helpdesk, IT Phần Cứng, Công Nghệ Thông Tin",2025-03-10,"- Đảm bảo security hệ thống, nhận và triển khai thực hiện từ tập đoàn về tăng cường bảo mật, an toàn hệ thống",False,False,IT Leader,Công Ty TNHH Hitachi Astemo Hưng Yên,"Lô A5-6, KCN Thăng Long 2 - Liêu Xá - Yên Mỹ - Hưng Yên - Việt Nam",,27/02/2025,,Việt Nam,,,
"MS SQL, Dynamics AX 2009, ASP.NET, Apis And Integration, Python",2025-03-22,Department: Technology department,False,False,ERP Developer (D365 FO),ILA Vietnam,"The Crest Residence, Khu đô thị Metropole Thủ Thiêm, 15 Trần Bạch Đằng, Phường Thủ Thiêm, Thành phố Thủ Đức",,05/03/2025,,Việt Nam,,,
"Business Analysis, Data Analysis, Project Management, Sales & Business Development",2025-03-26,Reporting to the Sales Director to ensure relevant metrics and trends are identified and reported to key Stakeholders and Regional parties.,False,False,Senior Business Operations Manager,Avery Dennison Vietnam,"Cần Giuộc, Ho Chi Minh City, Long An, Vietnam",,07/03/2025,,Việt Nam,,,
,,False,False,False,,Mekong Capital Ltd,,,,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,,,,,Việt Nam,,,
"Agile Methodologies, Leadership, Process Improvement, Project Management, Stakeholder Management",2025-03-30,"A project manager is responsible for planning and overseeing projects within MBAL, from the initial ideation through to completion. The project manager coordinates people and processes to deliver projects on time, within budget, and with the desired outcomes aligned with objectives.",False,False,IT Project Manager,MB Ageas Life Insurance Company Limited,"15th Floor, MB Building - 21 Cat Linh Street, Dong Da District, Hanoi",,09/03/2025,,Việt Nam,,,
